ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60606,10,03/07/2021,03/13/2021,2,268,64,8642.4,236,7098,7610,228893.9,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-10,POINT (-87.63676 41.882634)
60606,12,03/21/2021,03/27/2021,8,285,258,9190.6,231,7565,7449,243953.6,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-12,POINT (-87.63676 41.882634)
60606,13,03/28/2021,04/03/2021,4,289,129,9319.6,228,7793,7352,251306,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-13,POINT (-87.63676 41.882634)
60606,16,04/18/2021,04/24/2021,6,305,194,9835.5,218,8467,7030,273041,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-16,POINT (-87.63676 41.882634)
60606,18,05/02/2021,05/08/2021,1,310,32,9996.8,222,8924,7159,287778.1,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-18,POINT (-87.63676 41.882634)
60617,33,08/15/2021,08/21/2021,82,8728,99,10575,2820,111850,3417,135519.9,0.0,0.1,0,169,0.0,204.8,82534,60617-2021-33,POINT (-87.556897 41.721257)
60618,7,02/14/2021,02/20/2021,70,7377,74,7815,2067,98462,2190,104308.5,0.0,0.1,4,113,4.2,119.7,94395,60618-2021-7,POINT (-87.703343 41.946699)
60619,42,10/11/2020,10/17/2020,62,1570,101,2562.9,1098,25343,1792,41370.9,0.1,0.1,1,73,1.6,119.2,61258,60619-2020-42,POINT (-87.60569 41.744737)
60619,43,10/18/2020,10/24/2020,89,1659,145,2708.2,1288,26631,2103,43473.5,0.1,0.1,0,73,0.0,119.2,61258,60619-2020-43,POINT (-87.60569 41.744737)
60619,45,11/01/2020,11/07/2020,202,1989,330,3246.9,1576,29624,2573,48359.4,0.1,0.1,3,77,4.9,125.7,61258,60619-2020-45,POINT (-87.60569 41.744737)
60619,46,11/08/2020,11/14/2020,238,2227,388,3635.4,1974,31598,3222,51581.8,0.1,0.1,0,77,0.0,125.7,61258,60619-2020-46,POINT (-87.60569 41.744737)
60619,47,11/15/2020,11/21/2020,236,2463,385,4020.7,2033,33631,3319,54900.6,0.1,0.1,2,79,3.3,129.0,61258,60619-2020-47,POINT (-87.60569 41.744737)
60619,49,11/29/2020,12/05/2020,182,2766,297,4515.3,1882,36990,3072,60383.9,0.1,0.1,3,85,4.9,138.8,61258,60619-2020-49,POINT (-87.60569 41.744737)
60619,50,12/06/2020,12/12/2020,168,2934,274,4789.6,1932,38922,3154,63537.8,0.1,0.1,5,90,8.2,146.9,61258,60619-2020-50,POINT (-87.60569 41.744737)
60619,15,04/11/2021,04/17/2021,158,4456,258,7274.2,1982,65670,3236,107202.3,0.1,0.1,3,129,4.9,210.6,61258,60619-2021-15,POINT (-87.60569 41.744737)
60619,44,10/31/2021,11/06/2021,76,6064,124,9899.1,3740,127237,6105,207706.7,0.0,0.1,0,156,0.0,254.7,61258,60619-2021-44,POINT (-87.60569 41.744737)
60619,45,11/07/2021,11/13/2021,70,6134,114,10013.4,3763,131000,6143,213849.6,0.0,0.1,0,156,0.0,254.7,61258,60619-2021-45,POINT (-87.60569 41.744737)
60619,46,11/14/2021,11/20/2021,89,6223,145,10158.7,4027,135027,6574,220423.5,0.0,0.1,1,157,1.6,256.3,61258,60619-2021-46,POINT (-87.60569 41.744737)
60619,7,02/14/2021,02/20/2021,26,3823,42,6240.8,1128,53296,1841,87002.5,0.0,0.1,0,115,0.0,187.7,61258,60619-2021-7,POINT (-87.60569 41.744737)
60620,19,05/03/2020,05/09/2020,92,850,135,1248.2,690,3497,1013,5135.4,0.2,0.2,6,54,8.8,79.3,68096,60620-2020-19,POINT (-87.651656 41.740873)
60620,27,06/28/2020,07/04/2020,28,1216,41,1785.7,805,10137,1182,14886.3,0.0,0.1,1,70,1.5,102.8,68096,60620-2020-27,POINT (-87.651656 41.740873)
60620,35,08/23/2020,08/29/2020,34,1603,50,2354,1024,18274,1504,26835.6,0.0,0.1,1,74,1.5,108.7,68096,60620-2020-35,POINT (-87.651656 41.740873)
60622,40,10/03/2021,10/09/2021,47,6099,89,11552.7,2714,137928,5141,261261.9,0.0,0.0,0,82,0.0,155.3,52793,60622-2021-40,POINT (-87.681818 41.902762)
60619,36,08/30/2020,09/05/2020,30,1355,49,2212,1017,19543,1660,31902.8,0.0,0.1,0,67,0.0,109.4,61258,60619-2020-36,POINT (-87.60569 41.744737)
60619,11,03/14/2021,03/20/2021,49,3971,80,6482.4,1529,58793,2496,95976,0.0,0.1,1,120,1.6,195.9,61258,60619-2021-11,POINT (-87.60569 41.744737)
60619,12,03/21/2021,03/27/2021,62,4033,101,6583.6,1463,60256,2388,98364.3,0.0,0.1,2,122,3.3,199.2,61258,60619-2021-12,POINT (-87.60569 41.744737)
60620,51,12/13/2020,12/19/2020,169,3705,248,5440.8,2123,43436,3118,63786.4,0.1,0.1,5,107,7.3,157.1,68096,60620-2020-51,POINT (-87.651656 41.740873)
60620,11,03/14/2021,03/20/2021,46,4723,68,6935.8,1737,66892,2551,98231.9,0.0,0.1,1,136,1.5,199.7,68096,60620-2021-11,POINT (-87.651656 41.740873)
60620,26,06/27/2021,07/03/2021,11,5782,16,8491,1446,95195,2124,139795.3,0.0,0.1,0,166,0.0,243.8,68096,60620-2021-26,POINT (-87.651656 41.740873)
60620,27,07/04/2021,07/10/2021,9,5791,13,8504.2,1469,96664,2157,141952.5,0.0,0.1,0,166,0.0,243.8,68096,60620-2021-27,POINT (-87.651656 41.740873)
60620,28,07/11/2021,07/17/2021,33,5824,48,8552.6,1779,98443,2612,144565,0.0,0.1,1,167,1.5,245.2,68096,60620-2021-28,POINT (-87.651656 41.740873)
60620,29,07/18/2021,07/24/2021,34,5858,50,8602.6,1819,100262,2671,147236.3,0.0,0.1,1,168,1.5,246.7,68096,60620-2021-29,POINT (-87.651656 41.740873)
60620,30,07/25/2021,07/31/2021,48,5906,70,8673,2044,102306,3002,150237.9,0.0,0.1,0,168,0.0,246.7,68096,60620-2021-30,POINT (-87.651656 41.740873)
60619,13,03/28/2021,04/03/2021,121,4154,198,6781.2,1510,61766,2465,100829.3,0.1,0.1,0,122,0.0,199.2,61258,60619-2021-13,POINT (-87.60569 41.744737)
60620,33,08/15/2021,08/21/2021,76,6107,112,8968.2,2330,109047,3422,160137.2,0.0,0.1,2,173,2.9,254.1,68096,60620-2021-33,POINT (-87.651656 41.740873)
60620,34,08/22/2021,08/28/2021,93,6200,137,9104.8,2829,111876,4154,164291.6,0.0,0.1,2,175,2.9,257.0,68096,60620-2021-34,POINT (-87.651656 41.740873)
60620,39,09/26/2021,10/02/2021,72,6588,106,9674.6,3285,125680,4824,184563,0.0,0.1,3,183,4.4,268.7,68096,60620-2021-39,POINT (-87.651656 41.740873)
60620,4,01/24/2021,01/30/2021,78,4429,114,6504.1,1887,54853,2771,80552.5,0.1,0.1,0,128,0.0,188.0,68096,60620-2021-4,POINT (-87.651656 41.740873)
60620,40,10/03/2021,10/09/2021,49,6637,72,9746.5,2820,128500,4141,188704.2,0.0,0.1,3,186,4.4,273.1,68096,60620-2021-40,POINT (-87.651656 41.740873)
60620,43,10/24/2021,10/30/2021,47,6761,69,9928.6,3248,137825,4770,202398.1,0.0,0.1,2,193,2.9,283.4,68096,60620-2021-43,POINT (-87.651656 41.740873)
60620,44,10/31/2021,11/06/2021,70,6831,103,10031.4,3921,141746,5758,208156.1,0.0,0.1,3,196,4.4,287.8,68096,60620-2021-44,POINT (-87.651656 41.740873)
60606,19,05/09/2021,05/15/2021,5,315,161,10158,202,9126,6514,294292.2,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-19,POINT (-87.63676 41.882634)
60606,21,05/23/2021,05/29/2021,2,320,64,10319.3,188,9525,6063,307159,0.0,0.1,0,3,0.0,96.7,3101,60606-2021-21,POINT (-87.63676 41.882634)
60606,38,09/19/2021,09/25/2021,2,394,64,12705.6,749,15395,24154,496452.8,0.0,0.0,0,3,0.0,96.7,3101,60606-2021-38,POINT (-87.63676 41.882634)
60606,39,09/26/2021,10/02/2021,6,400,194,12899.1,830,16225,26766,523218.3,0.0,0.0,0,3,0.0,96.7,3101,60606-2021-39,POINT (-87.63676 41.882634)
60607,38,09/13/2020,09/19/2020,26,709,88,2396,848,11172,2866,37754.7,0.0,0.0,0,4,0.0,13.5,29591,60607-2020-38,POINT (-87.652727 41.876104)
60619,28,07/11/2021,07/17/2021,25,5053,41,8248.7,1071,86420,1748,141075.5,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-28,POINT (-87.60569 41.744737)
60620,45,11/07/2021,11/13/2021,95,6926,140,10170.9,4143,145889,6084,214240.2,0.0,0.1,1,197,1.5,289.3,68096,60620-2021-45,POINT (-87.651656 41.740873)
60620,7,02/14/2021,02/20/2021,42,4580,62,6725.8,1542,59812,2264,87834.8,0.0,0.1,1,134,1.5,196.8,68096,60620-2021-7,POINT (-87.651656 41.740873)
60621,32,08/02/2020,08/08/2020,19,687,65,2365.5,398,6989,1370,24065.1,0.0,0.1,0,52,0.0,179.1,29042,60621-2020-32,POINT (-87.638812 41.776931)
60621,38,09/13/2020,09/19/2020,13,774,45,2665.1,450,9317,1550,32081.1,0.0,0.1,0,53,0.0,182.5,29042,60621-2020-38,POINT (-87.638812 41.776931)
60621,46,11/08/2020,11/14/2020,119,1155,410,3977,845,13910,2910,47896.2,0.2,0.1,2,56,6.9,192.8,29042,60621-2020-46,POINT (-87.638812 41.776931)
60621,53,12/27/2020,01/02/2021,54,1712,186,5894.9,535,18792,1842,64706.3,0.1,0.1,1,68,3.4,234.1,29042,60621-2020-53,POINT (-87.638812 41.776931)
60621,20,05/16/2021,05/22/2021,34,2406,117,8284.6,753,32058,2593,110385,0.1,0.1,1,87,3.4,299.6,29042,60621-2021-20,POINT (-87.638812 41.776931)
60619,35,08/29/2021,09/04/2021,72,5534,118,9033.9,2114,99809,3451,162932.2,0.0,0.1,1,148,1.6,241.6,61258,60619-2021-35,POINT (-87.60569 41.744737)
60620,33,08/09/2020,08/15/2020,45,1539,66,2260,1331,16272,1955,23895.7,0.0,0.1,2,73,2.9,107.2,68096,60620-2020-33,POINT (-87.651656 41.740873)
60620,36,08/30/2020,09/05/2020,37,1640,54,2408.4,835,19109,1226,28061.9,0.1,0.1,1,75,1.5,110.1,68096,60620-2020-36,POINT (-87.651656 41.740873)
60620,12,03/21/2021,03/27/2021,67,4790,98,7034.2,1938,68830,2846,101077.9,0.0,0.1,2,138,2.9,202.7,68096,60620-2021-12,POINT (-87.651656 41.740873)
60620,5,01/31/2021,02/06/2021,67,4496,98,6602.4,1685,56538,2474,83026.9,0.0,0.1,3,131,4.4,192.4,68096,60620-2021-5,POINT (-87.651656 41.740873)
60621,43,10/18/2020,10/24/2020,30,887,103,3054.2,504,11590,1735,39907.7,0.1,0.1,0,53,0.0,182.5,29042,60621-2020-43,POINT (-87.638812 41.776931)
60621,12,03/21/2021,03/27/2021,27,2071,93,7131.1,628,26060,2162,89732.1,0.0,0.1,0,80,0.0,275.5,29042,60621-2021-12,POINT (-87.638812 41.776931)
60621,13,03/28/2021,04/03/2021,28,2099,96,7227.5,564,26624,1942,91674.1,0.1,0.1,0,80,0.0,275.5,29042,60621-2021-13,POINT (-87.638812 41.776931)
60621,17,04/25/2021,05/01/2021,52,2306,179,7940.2,774,29741,2665,102406.9,0.1,0.1,1,85,3.4,292.7,29042,60621-2021-17,POINT (-87.638812 41.776931)
60621,43,10/24/2021,10/30/2021,29,2912,100,10026.9,1901,56117,6546,193227.1,0.0,0.1,0,102,0.0,351.2,29042,60621-2021-43,POINT (-87.638812 41.776931)
60621,44,10/31/2021,11/06/2021,41,2953,141,10168,1961,58078,6752,199979.3,0.0,0.1,0,102,0.0,351.2,29042,60621-2021-44,POINT (-87.638812 41.776931)
60621,45,11/07/2021,11/13/2021,79,3032,272,10440.1,1920,59998,6611,206590.5,0.0,0.1,2,104,6.9,358.1,29042,60621-2021-45,POINT (-87.638812 41.776931)
60621,46,11/14/2021,11/20/2021,58,3090,200,10639.8,2028,62026,6983,213573.4,0.0,0.1,1,105,3.4,361.5,29042,60621-2021-46,POINT (-87.638812 41.776931)
60621,5,01/31/2021,02/06/2021,19,1955,65,6731.6,621,22017,2138,75810.9,0.0,0.1,1,75,3.4,258.2,29042,60621-2021-5,POINT (-87.638812 41.776931)
60621,9,02/28/2021,03/06/2021,20,2006,69,6907.2,576,24209,1983,83358.6,0.0,0.1,0,78,0.0,268.6,29042,60621-2021-9,POINT (-87.638812 41.776931)
60622,26,06/21/2020,06/27/2020,24,700,46,1325.9,970,6436,1837,12191,0.0,0.1,1,55,1.9,104.2,52793,60622-2020-26,POINT (-87.681818 41.902762)
60622,37,09/06/2020,09/12/2020,46,1115,87,2112,1399,22259,2650,42162.8,0.0,0.1,0,56,0.0,106.1,52793,60622-2020-37,POINT (-87.681818 41.902762)
60622,38,09/13/2020,09/19/2020,40,1155,76,2187.8,1660,23919,3144,45307.1,0.0,0.0,0,56,0.0,106.1,52793,60622-2020-38,POINT (-87.681818 41.902762)
60622,39,09/20/2020,09/26/2020,64,1219,121,2309,1845,25764,3495,48801.9,0.0,0.0,0,56,0.0,106.1,52793,60622-2020-39,POINT (-87.681818 41.902762)
60622,40,09/27/2020,10/03/2020,45,1264,85,2394.3,1705,27469,3230,52031.5,0.0,0.0,0,56,0.0,106.1,52793,60622-2020-40,POINT (-87.681818 41.902762)
60622,41,10/04/2020,10/10/2020,72,1336,136,2530.6,2252,29721,4266,56297.2,0.0,0.0,0,56,0.0,106.1,52793,60622-2020-41,POINT (-87.681818 41.902762)
60622,42,10/11/2020,10/17/2020,116,1452,220,2750.4,2265,31986,4290,60587.6,0.1,0.0,0,56,0.0,106.1,52793,60622-2020-42,POINT (-87.681818 41.902762)
60622,43,10/18/2020,10/24/2020,164,1616,311,3061,2642,34628,5004,65592,0.1,0.0,0,56,0.0,106.1,52793,60622-2020-43,POINT (-87.681818 41.902762)
60622,45,11/01/2020,11/07/2020,345,2159,654,4089.6,3068,40413,5811,76549.9,0.1,0.1,1,57,1.9,108.0,52793,60622-2020-45,POINT (-87.681818 41.902762)
60622,47,11/15/2020,11/21/2020,232,2702,440,5118.1,3832,47309,7258,89612.3,0.1,0.1,1,59,1.9,111.8,52793,60622-2020-47,POINT (-87.681818 41.902762)
60622,48,11/22/2020,11/28/2020,174,2876,330,5447.7,2761,50070,5230,94842.1,0.1,0.1,2,61,3.8,115.5,52793,60622-2020-48,POINT (-87.681818 41.902762)
60622,49,11/29/2020,12/05/2020,235,3111,445,5892.8,2836,52906,5372,100214,0.1,0.1,3,64,5.7,121.2,52793,60622-2020-49,POINT (-87.681818 41.902762)
60622,50,12/06/2020,12/12/2020,203,3314,384,6277.3,2505,55411,4745,104959,0.1,0.1,2,66,3.8,125.0,52793,60622-2020-50,POINT (-87.681818 41.902762)
60622,51,12/13/2020,12/19/2020,144,3458,273,6550.1,3087,58498,5847,110806.4,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-51,POINT (-87.681818 41.902762)
60622,52,12/20/2020,12/26/2020,126,3584,239,6788.8,2519,61017,4772,115577.8,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-52,POINT (-87.681818 41.902762)
60622,53,12/27/2020,01/02/2021,190,3774,360,7148.7,2181,63198,4131,119709.1,0.1,0.1,0,66,0.0,125.0,52793,60622-2020-53,POINT (-87.681818 41.902762)
60622,1,01/03/2021,01/09/2021,201,3975,381,7529.4,2585,65783,4896,124605.5,0.1,0.1,2,68,3.8,128.8,52793,60622-2021-1,POINT (-87.681818 41.902762)
60622,11,03/14/2021,03/20/2021,79,4680,150,8864.8,2069,85907,3919,162724.2,0.0,0.1,0,75,0.0,142.1,52793,60622-2021-11,POINT (-87.681818 41.902762)
60622,12,03/21/2021,03/27/2021,114,4794,216,9080.7,2074,87981,3929,166652.8,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-12,POINT (-87.681818 41.902762)
60622,13,03/28/2021,04/03/2021,124,4918,235,9315.6,2192,90173,4152,170804.8,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-13,POINT (-87.681818 41.902762)
60617,36,09/05/2021,09/11/2021,108,8997,131,10901,2116,119185,2564,144407.2,0.1,0.1,0,173,0.0,209.6,82534,60617-2021-36,POINT (-87.556897 41.721257)
60617,37,09/12/2021,09/18/2021,89,9086,108,11008.8,2732,121917,3310,147717.3,0.0,0.1,0,173,0.0,209.6,82534,60617-2021-37,POINT (-87.556897 41.721257)
60617,38,09/19/2021,09/25/2021,77,9163,93,11102.1,2613,124530,3166,150883.3,0.0,0.1,1,174,1.2,210.8,82534,60617-2021-38,POINT (-87.556897 41.721257)
60617,39,09/26/2021,10/02/2021,92,9255,112,11213.6,3148,127678,3814,154697.5,0.0,0.1,2,176,2.4,213.2,82534,60617-2021-39,POINT (-87.556897 41.721257)
60617,4,01/24/2021,01/30/2021,131,6837,159,8283.9,1818,65507,2203,79369.7,0.1,0.1,2,129,2.4,156.3,82534,60617-2021-4,POINT (-87.556897 41.721257)
60617,40,10/03/2021,10/09/2021,60,9315,73,11286.3,3052,130730,3698,158395.3,0.0,0.1,1,177,1.2,214.5,82534,60617-2021-40,POINT (-87.556897 41.721257)
60617,5,01/31/2021,02/06/2021,65,6902,79,8362.6,1511,67018,1831,81200.5,0.1,0.1,3,132,3.6,159.9,82534,60617-2021-5,POINT (-87.556897 41.721257)
60617,6,02/07/2021,02/13/2021,65,6967,79,8441.4,1373,68391,1664,82864,0.1,0.1,5,137,6.1,166.0,82534,60617-2021-6,POINT (-87.556897 41.721257)
60617,7,02/14/2021,02/20/2021,26,6993,32,8472.9,1142,69533,1384,84247.7,0.0,0.1,2,139,2.4,168.4,82534,60617-2021-7,POINT (-87.556897 41.721257)
60622,14,04/04/2021,04/10/2021,102,5020,193,9508.8,1996,92169,3781,174585.6,0.1,0.1,0,75,0.0,142.1,52793,60622-2021-14,POINT (-87.681818 41.902762)
60622,15,04/11/2021,04/17/2021,79,5099,150,9658.5,1959,94128,3711,178296.4,0.0,0.1,1,76,1.9,144.0,52793,60622-2021-15,POINT (-87.681818 41.902762)
60622,16,04/18/2021,04/24/2021,59,5158,112,9770.2,1834,95962,3474,181770.3,0.0,0.1,0,76,0.0,144.0,52793,60622-2021-16,POINT (-87.681818 41.902762)
60622,17,04/25/2021,05/01/2021,54,5212,102,9872.5,1706,97668,3232,185001.8,0.0,0.1,1,77,1.9,145.9,52793,60622-2021-17,POINT (-87.681818 41.902762)
60618,53,12/27/2020,01/02/2021,279,6329,296,6704.8,2835,79739,3003,84473.8,0.1,0.1,2,96,2.1,101.7,94395,60618-2020-53,POINT (-87.703343 41.946699)
60618,1,01/03/2021,01/09/2021,299,6628,317,7021.6,3303,83042,3499,87972.9,0.1,0.1,3,99,3.2,104.9,94395,60618-2021-1,POINT (-87.703343 41.946699)
60618,10,03/07/2021,03/13/2021,85,7597,90,8048.1,2583,105761,2736,112040.9,0.0,0.1,0,113,0.0,119.7,94395,60618-2021-10,POINT (-87.703343 41.946699)
60618,12,03/21/2021,03/27/2021,124,7802,131,8265.3,2808,111128,2975,117726.6,0.0,0.1,2,115,2.1,121.8,94395,60618-2021-12,POINT (-87.703343 41.946699)
60618,13,03/28/2021,04/03/2021,126,7928,134,8398.7,3051,114179,3232,120958.7,0.0,0.1,1,116,1.1,122.9,94395,60618-2021-13,POINT (-87.703343 41.946699)
60618,14,04/04/2021,04/10/2021,172,8100,182,8581,3161,117340,3349,124307.4,0.1,0.1,0,116,0.0,122.9,94395,60618-2021-14,POINT (-87.703343 41.946699)
60618,15,04/11/2021,04/17/2021,127,8227,134,8715.5,2789,120129,2955,127262,0.1,0.1,0,116,0.0,122.9,94395,60618-2021-15,POINT (-87.703343 41.946699)
60618,16,04/18/2021,04/24/2021,97,8324,103,8818.3,2600,122729,2754,130016.4,0.0,0.1,3,119,3.2,126.1,94395,60618-2021-16,POINT (-87.703343 41.946699)
60622,25,06/20/2021,06/26/2021,1,5312,2,10061.9,985,108060,1866,204686.2,0.0,0.1,0,80,0.0,151.5,52793,60622-2021-25,POINT (-87.681818 41.902762)
60622,42,10/17/2021,10/23/2021,45,6207,85,11757.2,2966,143561,5618,271931.9,0.0,0.0,0,82,0.0,155.3,52793,60622-2021-42,POINT (-87.681818 41.902762)
60622,43,10/24/2021,10/30/2021,43,6250,82,11838.7,2842,146403,5383,277315.2,0.0,0.0,1,83,1.9,157.2,52793,60622-2021-43,POINT (-87.681818 41.902762)
60622,44,10/31/2021,11/06/2021,80,6330,152,11990.2,3245,149648,6147,283461.8,0.0,0.0,0,83,0.0,157.2,52793,60622-2021-44,POINT (-87.681818 41.902762)
60622,45,11/07/2021,11/13/2021,102,6432,193,12183.4,2957,152605,5601,289062.9,0.0,0.0,0,83,0.0,157.2,52793,60622-2021-45,POINT (-87.681818 41.902762)
60622,46,11/14/2021,11/20/2021,108,6540,205,12388,3400,156005,6440,295503.2,0.0,0.0,0,83,0.0,157.2,52793,60622-2021-46,POINT (-87.681818 41.902762)
60622,6,02/07/2021,02/13/2021,46,4408,87,8349.6,1924,76482,3644,144871.5,0.0,0.1,0,72,0.0,136.4,52793,60622-2021-6,POINT (-87.681818 41.902762)
60622,7,02/14/2021,02/20/2021,37,4445,70,8419.7,1638,78120,3103,147974.2,0.0,0.1,1,73,1.9,138.3,52793,60622-2021-7,POINT (-87.681818 41.902762)
60622,8,02/21/2021,02/27/2021,54,4499,102,8522,1896,80016,3591,151565.5,0.0,0.1,2,75,3.8,142.1,52793,60622-2021-8,POINT (-87.681818 41.902762)
60622,9,02/28/2021,03/06/2021,45,4544,85,8607.2,1990,82006,3769,155335,0.0,0.1,0,75,0.0,142.1,52793,60622-2021-9,POINT (-87.681818 41.902762)
60623,15,04/05/2020,04/11/2020,145,328,169,381.5,297,732,345,851.4,0.4,0.4,6,15,7.0,17.4,85979,60623-2020-15,POINT (-87.717446 41.850321)
60623,27,06/28/2020,07/04/2020,58,3595,68,4181.3,1126,13763,1310,16007.4,0.1,0.3,1,148,1.2,172.1,85979,60623-2020-27,POINT (-87.717446 41.850321)
60609,35,08/23/2020,08/29/2020,66,2362,107,3841,1219,18586,1982,30223.6,0.1,0.1,0,79,0.0,128.5,61495,60609-2020-35,POINT (-87.653382 41.812017)
60618,25,06/20/2021,06/26/2021,9,8635,10,9147.7,1525,141184,1616,149567.2,0.0,0.1,1,131,1.1,138.8,94395,60618-2021-25,POINT (-87.703343 41.946699)
60618,26,06/27/2021,07/03/2021,10,8645,11,9158.3,1490,142674,1578,151145.7,0.0,0.1,1,132,1.1,139.8,94395,60618-2021-26,POINT (-87.703343 41.946699)
60618,28,07/11/2021,07/17/2021,36,8697,38,9213.4,1898,146003,2011,154672.4,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-28,POINT (-87.703343 41.946699)
60618,30,07/25/2021,07/31/2021,75,8820,80,9343.7,2296,150327,2432,159253.1,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-30,POINT (-87.703343 41.946699)
60618,31,08/01/2021,08/07/2021,83,8903,88,9431.6,3493,153820,3700,162953.5,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-31,POINT (-87.703343 41.946699)
60618,32,08/08/2021,08/14/2021,134,9037,142,9573.6,3058,156878,3240,166193.1,0.0,0.1,0,132,0.0,139.8,94395,60618-2021-32,POINT (-87.703343 41.946699)
60619,38,09/13/2020,09/19/2020,20,1400,33,2285.4,861,21178,1406,34571.8,0.0,0.1,1,68,1.6,111.0,61258,60619-2020-38,POINT (-87.60569 41.744737)
60619,52,12/20/2020,12/26/2020,119,3210,194,5240.1,1281,41905,2091,68407.4,0.1,0.1,7,102,11.4,166.5,61258,60619-2020-52,POINT (-87.60569 41.744737)
60619,53,12/27/2020,01/02/2021,108,3318,176,5416.4,1326,43231,2165,70572,0.1,0.1,3,105,4.9,171.4,61258,60619-2020-53,POINT (-87.60569 41.744737)
60619,1,01/03/2021,01/09/2021,142,3460,232,5648.2,1641,44872,2679,73250.8,0.1,0.1,1,106,1.6,173.0,61258,60619-2021-1,POINT (-87.60569 41.744737)
60619,10,03/07/2021,03/13/2021,34,3922,56,6402.4,1341,57264,2189,93480,0.0,0.1,2,119,3.3,194.3,61258,60619-2021-10,POINT (-87.60569 41.744737)
60623,41,10/04/2020,10/10/2020,115,4717,134,5486.2,1566,30796,1821,35818,0.1,0.2,0,162,0.0,188.4,85979,60623-2020-41,POINT (-87.717446 41.850321)
60637,13,03/22/2020,03/28/2020,36,58,76,122.2,176,329,371,693.3,0.2,0.2,0,0,0.0,0.0,47454,60637-2020-13,POINT (-87.604053 41.780991)
60623,42,10/11/2020,10/17/2020,173,4890,201,5687.4,1605,32401,1867,37684.8,0.1,0.2,2,164,2.3,190.7,85979,60623-2020-42,POINT (-87.717446 41.850321)
60623,43,10/18/2020,10/24/2020,274,5164,319,6006.1,1942,34343,2259,39943.5,0.1,0.2,0,164,0.0,190.7,85979,60623-2020-43,POINT (-87.717446 41.850321)
60623,44,10/25/2020,10/31/2020,396,5560,461,6466.7,2272,36615,2642,42586,0.2,0.2,0,164,0.0,190.7,85979,60623-2020-44,POINT (-87.717446 41.850321)
60623,46,11/08/2020,11/14/2020,603,6702,701,7794.9,3011,42348,3502,49253.9,0.2,0.2,9,177,10.5,205.9,85979,60623-2020-46,POINT (-87.717446 41.850321)
60623,47,11/15/2020,11/21/2020,482,7184,561,8355.5,2999,45347,3488,52741.9,0.2,0.2,9,186,10.5,216.3,85979,60623-2020-47,POINT (-87.717446 41.850321)
60619,14,04/04/2021,04/10/2021,144,4298,235,7016.2,1922,63688,3138,103966.8,0.1,0.1,4,126,6.5,205.7,61258,60619-2021-14,POINT (-87.60569 41.744737)
60619,19,05/09/2021,05/15/2021,78,4844,127,7907.5,1910,73385,3118,119796.6,0.0,0.1,1,134,1.6,218.7,61258,60619-2021-19,POINT (-87.60569 41.744737)
60619,2,01/10/2021,01/16/2021,106,3566,173,5821.3,1612,46484,2632,75882.3,0.1,0.1,1,107,1.6,174.7,61258,60619-2021-2,POINT (-87.60569 41.744737)
60619,20,05/16/2021,05/22/2021,71,4915,116,8023.4,1875,75260,3061,122857.4,0.0,0.1,3,137,4.9,223.6,61258,60619-2021-20,POINT (-87.60569 41.744737)
60619,22,05/30/2021,06/05/2021,29,4975,47,8121.4,1500,78547,2449,128223.3,0.0,0.1,3,140,4.9,228.5,61258,60619-2021-22,POINT (-87.60569 41.744737)
60619,23,06/06/2021,06/12/2021,18,4993,29,8150.8,1386,79933,2263,130485.8,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-23,POINT (-87.60569 41.744737)
60619,24,06/13/2021,06/19/2021,8,5001,13,8163.8,1164,81097,1900,132386,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-24,POINT (-87.60569 41.744737)
60619,25,06/20/2021,06/26/2021,6,5007,10,8173.6,1415,82512,2310,134695.9,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-25,POINT (-87.60569 41.744737)
60619,26,06/27/2021,07/03/2021,10,5017,16,8190,1424,83936,2325,137020.5,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-26,POINT (-87.60569 41.744737)
60619,27,07/04/2021,07/10/2021,11,5028,18,8207.9,1413,85349,2307,139327.1,0.0,0.1,0,140,0.0,228.5,61258,60619-2021-27,POINT (-87.60569 41.744737)
